image,prompts,num_masks,num_boxes,avg_conf,max_conf,min_conf,total_mask_area_ratio,largest_mask_area_ratio,output_image
0008.390.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,14,14,0.7475934709821429,0.91845703125,0.5654296875,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0008.390_sam3_text.jpg
0008.640.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,26,26,0.6468411959134616,0.7958984375,0.5078125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0008.640_sam3_text.jpg
0008.730.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,39,39,0.6575020032051282,0.83203125,0.50439453125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0008.730_sam3_text.jpg
0008.940.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,22,22,0.72509765625,0.8955078125,0.5009765625,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0008.940_sam3_text.jpg
0009.070.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,22,22,0.6445978338068182,0.93115234375,0.50634765625,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0009.070_sam3_text.jpg
0009.570.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,3,3,0.5958658854166666,0.66748046875,0.5498046875,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0009.570_sam3_text.jpg
0009.690.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,6,6,0.7830403645833334,0.9697265625,0.61572265625,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0009.690_sam3_text.jpg
0009.750.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,5,5,0.75283203125,0.81494140625,0.58740234375,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0009.750_sam3_text.jpg
0009.830.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,5,5,0.80712890625,0.85595703125,0.65771484375,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0009.830_sam3_text.jpg
0010.060.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,28,28,0.6726946149553571,0.89111328125,0.50341796875,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0010.060_sam3_text.jpg
0010.080.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,23,23,0.7078592051630435,0.88818359375,0.51953125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0010.080_sam3_text.jpg
0010.850.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,29,29,0.743096713362069,0.8876953125,0.5078125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0010.850_sam3_text.jpg
0010.880.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,35,35,0.6301897321428571,0.82763671875,0.50146484375,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0010.880_sam3_text.jpg
0012.490.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,39,39,0.6981295072115384,0.95703125,0.50048828125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0012.490_sam3_text.jpg
